"chromosome" "chr_num" "start_pos" "end_pos" "start_MB" "outlier_MDS1" "outlier_MDS2" "outlier_MDS3" "outlier_MDS4" "outlier_MDS5" "PCA_outlier" "PCAwindowID" "thisChromRow" "PCAwindowID_plot"
"1270" "NC_044057.1" 10 16054724 16261157 16.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 68 NA
"1271" "NC_044057.1" 10 16261158 16456825 16.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 69 NA
"1272" "NC_044057.1" 10 16456826 16663304 16.46 FALSE FALSE FALSE FALSE FALSE FALSE NA 70 NA
"1273" "NC_044057.1" 10 16663305 16848922 16.66 FALSE FALSE FALSE FALSE FALSE FALSE NA 71 NA
"1274" "NC_044057.1" 10 16848923 17126309 16.85 FALSE FALSE FALSE FALSE TRUE TRUE 98 72 98
"1275" "NC_044057.1" 10 17126310 17357257 17.13 FALSE FALSE FALSE FALSE FALSE FALSE NA 73 NA
"1276" "NC_044057.1" 10 17357258 17650015 17.36 FALSE FALSE FALSE FALSE FALSE FALSE NA 74 NA
"1277" "NC_044057.1" 10 17650016 17937432 17.65 FALSE FALSE FALSE FALSE TRUE TRUE 99 75 99
"1278" "NC_044057.1" 10 17937433 18212254 17.94 FALSE FALSE FALSE FALSE FALSE FALSE NA 76 NA
"1279" "NC_044057.1" 10 18212255 18518010 18.21 FALSE FALSE FALSE FALSE FALSE FALSE NA 77 NA
"1280" "NC_044057.1" 10 18518011 18772606 18.52 FALSE FALSE FALSE FALSE FALSE FALSE NA 78 NA
"1281" "NC_044057.1" 10 18772607 19064213 18.77 FALSE FALSE FALSE FALSE FALSE FALSE NA 79 NA
"1282" "NC_044057.1" 10 19064214 19287327 19.06 FALSE FALSE FALSE FALSE FALSE FALSE NA 80 NA
"1283" "NC_044057.1" 10 19287328 19510142 19.29 FALSE FALSE FALSE FALSE FALSE FALSE NA 81 NA
"1284" "NC_044057.1" 10 19510143 19718540 19.51 FALSE FALSE FALSE FALSE FALSE FALSE NA 82 NA
"1285" "NC_044057.1" 10 19718541 19991029 19.72 FALSE FALSE FALSE FALSE FALSE FALSE NA 83 NA
"1286" "NC_044057.1" 10 19991030 20236158 19.99 FALSE FALSE FALSE FALSE FALSE FALSE NA 84 NA
"1287" "NC_044057.1" 10 20236159 20468248 20.24 FALSE FALSE FALSE FALSE FALSE FALSE NA 85 NA
"1288" "NC_044057.1" 10 20468249 20674377 20.47 FALSE FALSE FALSE FALSE FALSE FALSE NA 86 NA
"1289" "NC_044057.1" 10 20674378 20946530 20.67 FALSE FALSE FALSE FALSE FALSE FALSE NA 87 NA
"1290" "NC_044057.1" 10 20946531 21230911 20.95 FALSE FALSE FALSE FALSE FALSE FALSE NA 88 NA
"1291" "NC_044057.1" 10 21230912 21565605 21.23 FALSE FALSE FALSE FALSE FALSE FALSE NA 89 NA
"1292" "NC_044057.1" 10 21565606 21933068 21.57 FALSE FALSE FALSE FALSE FALSE FALSE NA 90 NA
"1293" "NC_044057.1" 10 21933069 22170726 21.93 FALSE FALSE FALSE FALSE FALSE FALSE NA 91 NA
"1294" "NC_044057.1" 10 22170727 22368150 22.17 FALSE FALSE FALSE FALSE FALSE FALSE NA 92 NA
"1295" "NC_044057.1" 10 22368151 22543710 22.37 FALSE FALSE FALSE FALSE FALSE FALSE NA 93 NA
"1296" "NC_044057.1" 10 22543711 22838373 22.54 FALSE FALSE FALSE FALSE FALSE FALSE NA 94 NA
"1297" "NC_044057.1" 10 22838374 23064439 22.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 95 NA
"1298" "NC_044057.1" 10 23064440 23219975 23.06 FALSE FALSE FALSE FALSE FALSE FALSE NA 96 NA
"1299" "NC_044057.1" 10 23219976 23352341 23.22 FALSE FALSE FALSE FALSE FALSE FALSE NA 97 NA
"1300" "NC_044057.1" 10 23352342 23555351 23.35 TRUE FALSE FALSE FALSE FALSE TRUE 100 98 100
"1301" "NC_044057.1" 10 23555352 23796214 23.56 FALSE FALSE FALSE FALSE FALSE FALSE NA 99 NA
"1302" "NC_044057.1" 10 23796215 23950752 23.8 FALSE FALSE FALSE FALSE FALSE FALSE NA 100 NA
"1303" "NC_044057.1" 10 23950753 24108280 23.95 FALSE FALSE FALSE FALSE FALSE FALSE NA 101 NA
"1304" "NC_044057.1" 10 24108281 24273450 24.11 FALSE FALSE FALSE FALSE FALSE FALSE NA 102 NA
"1305" "NC_044057.1" 10 24273451 24498849 24.27 FALSE FALSE FALSE FALSE FALSE FALSE NA 103 NA
"1306" "NC_044057.1" 10 24498850 24624130 24.5 FALSE FALSE FALSE FALSE FALSE FALSE NA 104 NA
"1307" "NC_044057.1" 10 24624131 24735173 24.62 FALSE FALSE FALSE FALSE FALSE FALSE NA 105 NA
"1308" "NC_044057.1" 10 24735174 24953377 24.74 FALSE FALSE FALSE FALSE FALSE FALSE NA 106 NA
"1309" "NC_044057.1" 10 24953378 25102564 24.95 FALSE FALSE FALSE FALSE FALSE FALSE NA 107 NA
"1310" "NC_044057.1" 10 25102565 25325813 25.1 FALSE FALSE FALSE FALSE FALSE FALSE NA 108 NA
"1311" "NC_044057.1" 10 25325814 25594040 25.33 FALSE FALSE FALSE FALSE FALSE FALSE NA 109 NA
"1312" "NC_044057.1" 10 25594041 25915490 25.59 FALSE FALSE FALSE FALSE FALSE FALSE NA 110 NA
"1313" "NC_044057.1" 10 25915491 26129682 25.92 FALSE FALSE FALSE FALSE FALSE FALSE NA 111 NA
"1314" "NC_044057.1" 10 26129683 26341577 26.13 FALSE FALSE FALSE FALSE FALSE FALSE NA 112 NA
"1315" "NC_044057.1" 10 26341578 26625080 26.34 FALSE FALSE FALSE FALSE FALSE FALSE NA 113 NA
"1316" "NC_044057.1" 10 26625081 26903723 26.63 FALSE FALSE FALSE FALSE TRUE TRUE 101 114 101
"1317" "NC_044057.1" 10 26903724 27170630 26.9 FALSE FALSE FALSE FALSE TRUE TRUE 101 115 NA
"1318" "NC_044058.1" 11 486 483185 0 FALSE TRUE TRUE FALSE FALSE TRUE 102 1 NA
"1319" "NC_044058.1" 11 483186 829312 0.48 FALSE TRUE TRUE FALSE FALSE TRUE 102 2 NA
"1320" "NC_044058.1" 11 829313 1107299 0.83 FALSE TRUE FALSE FALSE FALSE TRUE 102 3 NA
"1321" "NC_044058.1" 11 1107300 1480281 1.11 FALSE TRUE FALSE FALSE FALSE TRUE 102 4 102
"1322" "NC_044058.1" 11 1480282 1751197 1.48 FALSE TRUE TRUE TRUE FALSE TRUE 102 5 NA
"1323" "NC_044058.1" 11 1751198 1973255 1.75 FALSE FALSE TRUE TRUE FALSE TRUE 102 6 NA
"1324" "NC_044058.1" 11 1973256 2306922 1.97 TRUE FALSE FALSE FALSE FALSE TRUE 102 7 NA
"1325" "NC_044058.1" 11 2306923 2622226 2.31 TRUE FALSE FALSE FALSE FALSE TRUE 102 8 NA
"1326" "NC_044058.1" 11 2622227 2951966 2.62 FALSE FALSE FALSE FALSE FALSE FALSE NA 9 NA
"1327" "NC_044058.1" 11 2951967 3236668 2.95 FALSE FALSE TRUE FALSE FALSE TRUE 103 10 103
"1328" "NC_044058.1" 11 3236669 3524412 3.24 FALSE FALSE TRUE FALSE FALSE TRUE 103 11 NA
"1329" "NC_044058.1" 11 3524413 3797888 3.52 FALSE FALSE FALSE FALSE FALSE FALSE NA 12 NA
"1330" "NC_044058.1" 11 3797889 4050271 3.8 FALSE FALSE FALSE FALSE FALSE FALSE NA 13 NA
"1331" "NC_044058.1" 11 4050272 4235071 4.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 14 NA
"1332" "NC_044058.1" 11 4235072 4431551 4.24 FALSE FALSE FALSE FALSE FALSE FALSE NA 15 NA
"1333" "NC_044058.1" 11 4431552 4656109 4.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 16 NA
"1334" "NC_044058.1" 11 4656110 4892852 4.66 FALSE FALSE FALSE FALSE FALSE FALSE NA 17 NA
"1335" "NC_044058.1" 11 4892853 5108274 4.89 FALSE FALSE FALSE FALSE FALSE FALSE NA 18 NA
"1336" "NC_044058.1" 11 5108275 5396354 5.11 FALSE FALSE FALSE FALSE FALSE FALSE NA 19 NA
"1337" "NC_044058.1" 11 5396355 5636297 5.4 FALSE FALSE FALSE FALSE FALSE FALSE NA 20 NA
"1338" "NC_044058.1" 11 5636298 6327690 5.64 FALSE FALSE FALSE FALSE FALSE FALSE NA 21 NA
"1339" "NC_044058.1" 11 6327691 6541559 6.33 FALSE FALSE FALSE FALSE FALSE FALSE NA 22 NA
"1340" "NC_044058.1" 11 6541560 6816169 6.54 FALSE FALSE FALSE FALSE FALSE FALSE NA 23 NA
"1341" "NC_044058.1" 11 6816170 7020739 6.82 FALSE FALSE FALSE FALSE FALSE FALSE NA 24 NA
"1342" "NC_044058.1" 11 7020740 7261602 7.02 FALSE FALSE FALSE FALSE FALSE FALSE NA 25 NA
"1343" "NC_044058.1" 11 7261603 7447918 7.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 26 NA
"1344" "NC_044058.1" 11 7447919 7624517 7.45 FALSE FALSE FALSE FALSE TRUE TRUE 104 27 104
"1345" "NC_044058.1" 11 7624518 7817765 7.62 FALSE FALSE FALSE FALSE TRUE TRUE 104 28 NA
"1346" "NC_044058.1" 11 7817766 8071918 7.82 FALSE FALSE FALSE FALSE FALSE FALSE NA 29 NA
"1347" "NC_044058.1" 11 8071919 8223547 8.07 FALSE FALSE FALSE FALSE FALSE FALSE NA 30 NA
"1348" "NC_044058.1" 11 8223548 8435211 8.22 FALSE FALSE FALSE FALSE FALSE FALSE NA 31 NA
"1349" "NC_044058.1" 11 8435212 8732822 8.44 FALSE FALSE FALSE FALSE FALSE FALSE NA 32 NA
"1350" "NC_044058.1" 11 8732823 8960823 8.73 FALSE FALSE FALSE FALSE FALSE FALSE NA 33 NA
"1351" "NC_044058.1" 11 8960824 9184805 8.96 FALSE FALSE FALSE FALSE FALSE FALSE NA 34 NA
"1352" "NC_044058.1" 11 9184806 9425616 9.18 FALSE FALSE FALSE FALSE FALSE FALSE NA 35 NA
"1353" "NC_044058.1" 11 9425617 9695417 9.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 36 NA
"1354" "NC_044058.1" 11 9695418 9985305 9.7 FALSE FALSE FALSE FALSE FALSE FALSE NA 37 NA
"1355" "NC_044058.1" 11 9985306 10266895 9.99 FALSE FALSE FALSE FALSE FALSE FALSE NA 38 NA
"1356" "NC_044058.1" 11 10266896 10506851 10.27 TRUE FALSE FALSE FALSE FALSE TRUE 105 39 105
"1357" "NC_044058.1" 11 10506852 10764231 10.51 FALSE FALSE FALSE FALSE FALSE FALSE NA 40 NA
"1358" "NC_044058.1" 11 10764232 10994992 10.76 FALSE FALSE FALSE FALSE FALSE FALSE NA 41 NA
"1359" "NC_044058.1" 11 10994993 11219506 10.99 FALSE FALSE FALSE FALSE FALSE FALSE NA 42 NA
"1360" "NC_044058.1" 11 11219507 11452675 11.22 FALSE FALSE FALSE FALSE FALSE FALSE NA 43 NA
"1361" "NC_044058.1" 11 11452676 11693394 11.45 FALSE FALSE FALSE FALSE FALSE FALSE NA 44 NA
"1362" "NC_044058.1" 11 11693395 11923853 11.69 FALSE FALSE FALSE FALSE TRUE TRUE 106 45 106
"1363" "NC_044058.1" 11 11923854 12190387 11.92 FALSE FALSE FALSE FALSE FALSE FALSE NA 46 NA
"1364" "NC_044058.1" 11 12190388 12462191 12.19 FALSE FALSE FALSE FALSE FALSE FALSE NA 47 NA
"1365" "NC_044058.1" 11 12462192 12709595 12.46 FALSE FALSE FALSE FALSE FALSE FALSE NA 48 NA
"1366" "NC_044058.1" 11 12709596 12912096 12.71 FALSE FALSE FALSE FALSE FALSE FALSE NA 49 NA
"1367" "NC_044058.1" 11 12912097 13037671 12.91 FALSE FALSE FALSE FALSE FALSE FALSE NA 50 NA
"1368" "NC_044058.1" 11 13037672 13204801 13.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 51 NA
"1369" "NC_044058.1" 11 13204802 13423415 13.2 FALSE FALSE FALSE FALSE FALSE FALSE NA 52 NA
"1370" "NC_044058.1" 11 13423416 13710632 13.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 53 NA
"1371" "NC_044058.1" 11 13710633 14013045 13.71 FALSE FALSE FALSE FALSE FALSE FALSE NA 54 NA
"1372" "NC_044058.1" 11 14013046 14316435 14.01 FALSE FALSE FALSE FALSE FALSE FALSE NA 55 NA
"1373" "NC_044058.1" 11 14316436 14545760 14.32 FALSE FALSE FALSE FALSE FALSE FALSE NA 56 NA
"1374" "NC_044058.1" 11 14545761 14866415 14.55 FALSE FALSE FALSE FALSE FALSE FALSE NA 57 NA
"1375" "NC_044058.1" 11 14866416 15138093 14.87 FALSE FALSE FALSE FALSE FALSE FALSE NA 58 NA
"1376" "NC_044058.1" 11 15138094 15433351 15.14 FALSE FALSE FALSE FALSE FALSE FALSE NA 59 NA
"1377" "NC_044058.1" 11 15433352 15661123 15.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 60 NA
"1378" "NC_044058.1" 11 15661124 16036624 15.66 FALSE FALSE FALSE FALSE FALSE FALSE NA 61 NA
"1379" "NC_044058.1" 11 16036625 16340394 16.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 62 NA
"1380" "NC_044058.1" 11 16340395 16732113 16.34 TRUE FALSE FALSE FALSE FALSE TRUE 107 63 107
"1381" "NC_044058.1" 11 16732114 17141472 16.73 FALSE FALSE FALSE FALSE FALSE FALSE NA 64 NA
"1382" "NC_044058.1" 11 17141473 17419014 17.14 FALSE FALSE FALSE FALSE FALSE FALSE NA 65 NA
"1383" "NC_044058.1" 11 17419015 17677720 17.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 66 NA
"1384" "NC_044058.1" 11 17677721 17858233 17.68 FALSE FALSE FALSE FALSE FALSE FALSE NA 67 NA
"1385" "NC_044058.1" 11 17858234 18098127 17.86 FALSE FALSE FALSE FALSE FALSE FALSE NA 68 NA
"1386" "NC_044058.1" 11 18098128 18360141 18.1 FALSE FALSE FALSE FALSE FALSE FALSE NA 69 NA
"1387" "NC_044058.1" 11 18360142 18547182 18.36 FALSE FALSE FALSE FALSE FALSE FALSE NA 70 NA
"1388" "NC_044058.1" 11 18547183 18817597 18.55 FALSE FALSE FALSE FALSE FALSE FALSE NA 71 NA
"1389" "NC_044058.1" 11 18817598 19023771 18.82 FALSE FALSE FALSE FALSE FALSE FALSE NA 72 NA
"1390" "NC_044058.1" 11 19023772 19275998 19.02 FALSE FALSE FALSE FALSE FALSE FALSE NA 73 NA
"1391" "NC_044058.1" 11 19275999 19563642 19.28 FALSE FALSE FALSE FALSE FALSE FALSE NA 74 NA
"1392" "NC_044058.1" 11 19563643 19843604 19.56 FALSE FALSE FALSE FALSE FALSE FALSE NA 75 NA
"1393" "NC_044058.1" 11 19843605 20174173 19.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 76 NA
"1394" "NC_044058.1" 11 20174174 20415735 20.17 FALSE FALSE FALSE FALSE FALSE FALSE NA 77 NA
"1395" "NC_044058.1" 11 20415736 20616021 20.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 78 NA
"1396" "NC_044058.1" 11 20616022 20861279 20.62 FALSE FALSE FALSE FALSE TRUE TRUE 108 79 108
"1397" "NC_044058.1" 11 20861280 21099573 20.86 FALSE FALSE FALSE FALSE FALSE FALSE NA 80 NA
"1398" "NC_044058.1" 11 21099574 21299730 21.1 FALSE FALSE FALSE FALSE FALSE FALSE NA 81 NA
"1399" "NC_044058.1" 11 21299731 21504602 21.3 FALSE FALSE FALSE FALSE FALSE FALSE NA 82 NA
"1400" "NC_044058.1" 11 21504603 21682792 21.5 FALSE FALSE FALSE FALSE FALSE FALSE NA 83 NA
"1401" "NC_044058.1" 11 21682793 21940013 21.68 FALSE FALSE FALSE FALSE FALSE FALSE NA 84 NA
"1402" "NC_044058.1" 11 21940014 22130845 21.94 FALSE FALSE FALSE FALSE FALSE FALSE NA 85 NA
"1403" "NC_044058.1" 11 22130846 22324920 22.13 FALSE FALSE FALSE FALSE FALSE FALSE NA 86 NA
"1404" "NC_044058.1" 11 22324921 22592708 22.32 FALSE FALSE FALSE FALSE FALSE FALSE NA 87 NA
"1405" "NC_044058.1" 11 22592709 22809302 22.59 FALSE FALSE FALSE FALSE FALSE FALSE NA 88 NA
"1406" "NC_044058.1" 11 22809303 23026927 22.81 FALSE FALSE FALSE FALSE FALSE FALSE NA 89 NA
"1407" "NC_044058.1" 11 23026928 23189676 23.03 FALSE FALSE FALSE FALSE FALSE FALSE NA 90 NA
"1408" "NC_044058.1" 11 23189677 23384496 23.19 FALSE FALSE FALSE FALSE FALSE FALSE NA 91 NA
"1409" "NC_044058.1" 11 23384497 23571115 23.38 FALSE FALSE FALSE FALSE FALSE FALSE NA 92 NA
"1410" "NC_044058.1" 11 23571116 23800550 23.57 FALSE FALSE FALSE FALSE FALSE FALSE NA 93 NA
"1411" "NC_044058.1" 11 23800551 23907587 23.8 TRUE FALSE TRUE TRUE TRUE TRUE 109 94 109
"1412" "NC_044058.1" 11 23907588 24049902 23.91 FALSE FALSE FALSE FALSE FALSE FALSE NA 95 NA
"1413" "NC_044058.1" 11 24049903 24325154 24.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 96 NA
"1414" "NC_044058.1" 11 24325155 24505150 24.33 FALSE FALSE FALSE FALSE FALSE FALSE NA 97 NA
"1415" "NC_044058.1" 11 24505151 24620773 24.51 FALSE FALSE FALSE FALSE FALSE FALSE NA 98 NA
"1416" "NC_044058.1" 11 24620774 24764783 24.62 FALSE FALSE FALSE FALSE FALSE FALSE NA 99 NA
"1417" "NC_044058.1" 11 24764784 24997896 24.76 FALSE FALSE FALSE FALSE FALSE FALSE NA 100 NA
"1418" "NC_044058.1" 11 24997897 25255399 25 FALSE FALSE FALSE FALSE FALSE FALSE NA 101 NA
"1419" "NC_044058.1" 11 25255400 25474281 25.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 102 NA
"1420" "NC_044058.1" 11 25474282 26003673 25.47 FALSE FALSE FALSE FALSE FALSE FALSE NA 103 NA
"1421" "NC_044058.1" 11 26003674 26186072 26 FALSE FALSE FALSE FALSE FALSE FALSE NA 104 NA
"1422" "NC_044058.1" 11 26186073 26359976 26.19 FALSE FALSE FALSE FALSE FALSE FALSE NA 105 NA
"1423" "NC_044058.1" 11 26359977 26561091 26.36 FALSE FALSE FALSE FALSE FALSE FALSE NA 106 NA
"1424" "NC_044058.1" 11 26561092 26837471 26.56 FALSE FALSE FALSE FALSE FALSE FALSE NA 107 NA
"1425" "NC_044058.1" 11 26837472 27031615 26.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 108 NA
"1426" "NC_044058.1" 11 27031616 27246079 27.03 FALSE FALSE FALSE FALSE FALSE FALSE NA 109 NA
"1427" "NC_044058.1" 11 27246080 27477569 27.25 FALSE FALSE FALSE FALSE FALSE FALSE NA 110 NA
"1428" "NC_044058.1" 11 27477570 27674776 27.48 FALSE FALSE FALSE FALSE FALSE FALSE NA 111 NA
"1429" "NC_044058.1" 11 27674777 27993593 27.67 FALSE FALSE FALSE FALSE FALSE FALSE NA 112 NA
"1430" "NC_044058.1" 11 27993594 28150444 27.99 FALSE FALSE FALSE FALSE FALSE FALSE NA 113 NA
"1431" "NC_044058.1" 11 28150445 28268045 28.15 TRUE FALSE TRUE TRUE FALSE TRUE 110 114 110
"1432" "NC_044058.1" 11 28268046 28420468 28.27 FALSE FALSE TRUE TRUE FALSE TRUE 110 115 NA
"1433" "NC_044058.1" 11 28420469 28568605 28.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 116 NA
"1434" "NC_044058.1" 11 28568606 28866701 28.57 FALSE FALSE FALSE FALSE FALSE FALSE NA 117 NA
"1435" "NC_044058.1" 11 28866702 29074452 28.87 FALSE FALSE FALSE FALSE FALSE FALSE NA 118 NA
"1436" "NC_044058.1" 11 29074453 29219490 29.07 FALSE FALSE FALSE FALSE FALSE FALSE NA 119 NA
"1437" "NC_044058.1" 11 29219491 29359284 29.22 FALSE FALSE FALSE FALSE FALSE FALSE NA 120 NA
"1438" "NC_044058.1" 11 29359285 29706119 29.36 FALSE FALSE FALSE FALSE FALSE FALSE NA 121 NA
"1439" "NC_044058.1" 11 29706120 29845353 29.71 FALSE FALSE FALSE FALSE FALSE FALSE NA 122 NA
"1440" "NC_044058.1" 11 29845354 30039850 29.85 FALSE FALSE FALSE FALSE FALSE FALSE NA 123 NA
"1441" "NC_044058.1" 11 30039851 30389252 30.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 124 NA
"1442" "NC_044058.1" 11 30389253 30651750 30.39 FALSE FALSE FALSE FALSE FALSE FALSE NA 125 NA
"1443" "NC_044059.1" 12 18007 290636 0.02 FALSE FALSE FALSE FALSE FALSE FALSE NA 1 NA
"1444" "NC_044059.1" 12 290637 582535 0.29 TRUE FALSE TRUE FALSE FALSE TRUE 111 2 NA
"1445" "NC_044059.1" 12 582536 1081705 0.58 TRUE FALSE TRUE FALSE FALSE TRUE 111 3 NA
"1446" "NC_044059.1" 12 1081706 1356430 1.08 TRUE FALSE TRUE FALSE FALSE TRUE 111 4 NA
"1447" "NC_044059.1" 12 1356431 1712174 1.36 TRUE FALSE TRUE FALSE FALSE TRUE 111 5 NA
"1448" "NC_044059.1" 12 1712175 1974400 1.71 TRUE FALSE TRUE FALSE FALSE TRUE 111 6 NA
"1449" "NC_044059.1" 12 1974401 2234687 1.97 TRUE FALSE TRUE FALSE FALSE TRUE 111 7 NA
"1450" "NC_044059.1" 12 2234688 2477803 2.23 TRUE FALSE FALSE FALSE FALSE TRUE 111 8 NA
"1451" "NC_044059.1" 12 2477804 2707659 2.48 TRUE FALSE TRUE FALSE FALSE TRUE 111 9 NA
"1452" "NC_044059.1" 12 2707660 2942430 2.71 TRUE FALSE FALSE FALSE FALSE TRUE 111 10 NA
"1453" "NC_044059.1" 12 2942431 3210011 2.94 TRUE FALSE FALSE FALSE FALSE TRUE 111 11 NA
"1454" "NC_044059.1" 12 3210012 3458637 3.21 TRUE FALSE FALSE FALSE FALSE TRUE 111 12 NA
"1455" "NC_044059.1" 12 3458638 3698013 3.46 TRUE FALSE FALSE FALSE FALSE TRUE 111 13 NA
"1456" "NC_044059.1" 12 3698014 3919320 3.7 TRUE FALSE FALSE FALSE FALSE TRUE 111 14 NA
"1457" "NC_044059.1" 12 3919321 4105777 3.92 TRUE FALSE FALSE FALSE FALSE TRUE 111 15 NA
"1458" "NC_044059.1" 12 4105778 4311532 4.11 TRUE FALSE FALSE FALSE FALSE TRUE 111 16 NA
"1459" "NC_044059.1" 12 4311533 4508467 4.31 TRUE FALSE FALSE FALSE FALSE TRUE 111 17 NA
"1460" "NC_044059.1" 12 4508468 4671450 4.51 TRUE FALSE FALSE FALSE FALSE TRUE 111 18 NA
"1461" "NC_044059.1" 12 4671451 4867729 4.67 TRUE FALSE FALSE FALSE FALSE TRUE 111 19 NA
"1462" "NC_044059.1" 12 4867730 5037035 4.87 TRUE FALSE FALSE FALSE FALSE TRUE 111 20 NA
"1463" "NC_044059.1" 12 5037036 5234319 5.04 TRUE FALSE FALSE FALSE FALSE TRUE 111 21 NA
"1464" "NC_044059.1" 12 5234320 5393996 5.23 TRUE FALSE FALSE FALSE FALSE TRUE 111 22 NA
"1465" "NC_044059.1" 12 5393997 5544836 5.39 TRUE FALSE FALSE FALSE FALSE TRUE 111 23 NA
"1466" "NC_044059.1" 12 5544837 5719687 5.54 TRUE FALSE FALSE FALSE FALSE TRUE 111 24 NA
"1467" "NC_044059.1" 12 5719688 5855473 5.72 TRUE FALSE FALSE FALSE FALSE TRUE 111 25 NA
"1468" "NC_044059.1" 12 5855474 6008342 5.86 TRUE FALSE FALSE FALSE FALSE TRUE 111 26 NA
"1469" "NC_044059.1" 12 6008343 6166509 6.01 TRUE FALSE FALSE FALSE FALSE TRUE 111 27 NA
"1470" "NC_044059.1" 12 6166510 6534731 6.17 TRUE FALSE FALSE FALSE FALSE TRUE 111 28 NA
"1471" "NC_044059.1" 12 6534732 6726231 6.53 TRUE FALSE FALSE FALSE FALSE TRUE 111 29 NA
"1472" "NC_044059.1" 12 6726232 6857837 6.73 TRUE FALSE FALSE FALSE FALSE TRUE 111 30 NA
"1473" "NC_044059.1" 12 6857838 7108897 6.86 TRUE FALSE FALSE FALSE FALSE TRUE 111 31 NA
"1474" "NC_044059.1" 12 7108898 7366430 7.11 TRUE FALSE FALSE FALSE FALSE TRUE 111 32 NA
"1475" "NC_044059.1" 12 7366431 7548571 7.37 TRUE FALSE FALSE FALSE FALSE TRUE 111 33 NA
"1476" "NC_044059.1" 12 7548572 7772999 7.55 TRUE FALSE FALSE FALSE FALSE TRUE 111 34 NA
"1477" "NC_044059.1" 12 7773000 8109128 7.77 TRUE FALSE FALSE FALSE FALSE TRUE 111 35 111
"1478" "NC_044059.1" 12 8109129 8475771 8.11 TRUE FALSE FALSE FALSE FALSE TRUE 111 36 NA
"1479" "NC_044059.1" 12 8475772 8657196 8.48 TRUE FALSE FALSE FALSE FALSE TRUE 111 37 NA
"1480" "NC_044059.1" 12 8657197 8848890 8.66 TRUE FALSE FALSE FALSE FALSE TRUE 111 38 NA
"1481" "NC_044059.1" 12 8848891 8994394 8.85 TRUE FALSE FALSE FALSE FALSE TRUE 111 39 NA
"1482" "NC_044059.1" 12 8994395 9186103 8.99 TRUE FALSE FALSE FALSE FALSE TRUE 111 40 NA
"1483" "NC_044059.1" 12 9186104 9372840 9.19 TRUE FALSE FALSE FALSE FALSE TRUE 111 41 NA
"1484" "NC_044059.1" 12 9372841 9687642 9.37 TRUE FALSE FALSE FALSE FALSE TRUE 111 42 NA
"1485" "NC_044059.1" 12 9687643 9907601 9.69 TRUE FALSE FALSE FALSE FALSE TRUE 111 43 NA
"1486" "NC_044059.1" 12 9907602 10051416 9.91 TRUE FALSE FALSE FALSE FALSE TRUE 111 44 NA
"1487" "NC_044059.1" 12 10051417 10254004 10.05 TRUE FALSE FALSE FALSE FALSE TRUE 111 45 NA
"1488" "NC_044059.1" 12 10254005 10514315 10.25 TRUE FALSE FALSE FALSE FALSE TRUE 111 46 NA
"1489" "NC_044059.1" 12 10514316 10765439 10.51 TRUE FALSE FALSE FALSE FALSE TRUE 111 47 NA
"1490" "NC_044059.1" 12 10765440 10896977 10.77 TRUE FALSE FALSE FALSE FALSE TRUE 111 48 NA
"1491" "NC_044059.1" 12 10896978 11152826 10.9 TRUE FALSE FALSE FALSE FALSE TRUE 111 49 NA
"1492" "NC_044059.1" 12 11152827 11353574 11.15 TRUE FALSE FALSE FALSE FALSE TRUE 111 50 NA
"1493" "NC_044059.1" 12 11353575 11708134 11.35 TRUE FALSE FALSE FALSE FALSE TRUE 111 51 NA
"1494" "NC_044059.1" 12 11708135 11842489 11.71 TRUE FALSE FALSE FALSE FALSE TRUE 111 52 NA
"1495" "NC_044059.1" 12 11842490 11996263 11.84 TRUE FALSE FALSE FALSE FALSE TRUE 111 53 NA
"1496" "NC_044059.1" 12 11996264 12212005 12 TRUE FALSE FALSE FALSE FALSE TRUE 111 54 NA
"1497" "NC_044059.1" 12 12212006 12378941 12.21 TRUE FALSE FALSE FALSE FALSE TRUE 111 55 NA
"1498" "NC_044059.1" 12 12378942 12524685 12.38 TRUE FALSE FALSE FALSE FALSE TRUE 111 56 NA
"1499" "NC_044059.1" 12 12524686 12670675 12.52 TRUE FALSE FALSE FALSE FALSE TRUE 111 57 NA
"1500" "NC_044059.1" 12 12670676 12941722 12.67 TRUE FALSE FALSE FALSE FALSE TRUE 111 58 NA
