"","chrom","ConsensusID","n_calls_group","n_programs_group","n_PASS_group","n_ind_group","start_plus_CI_group","start_minus_CI_group","end_plus_CI_group","end_minus_CI_group","pass"
"11854","NC_044058.1",11854,2,2,0,1,6431557,6031557,21172788,20772788,FALSE
"11855","NC_044058.1",11855,1,1,0,1,6368653,6100749,13065970,12798066,FALSE
"11856","NC_044058.1",11856,1,1,0,1,6337703,6141537,11228534,11032368,FALSE
"11857","NC_044058.1",11857,3,1,0,3,6814150,6098638,15251044,14481536,FALSE
"11858","NC_044058.1",11858,6,1,0,6,6977626,6085879,18351428,17357863,FALSE
"11859","NC_044058.1",11859,6,3,0,4,6691520,6095927,19282341,18494825,FALSE
"11860","NC_044058.1",11860,1,1,0,1,6592633,6192632,30038984,29638983,FALSE
"11861","NC_044058.1",11861,1,1,0,1,6600444,6199694,23360184,22959434,FALSE
"11862","NC_044058.1",11862,2,1,0,2,6683216,6251349,16013333,15492765,FALSE
"11863","NC_044058.1",11863,31,3,4,24,6473355,6472549,6477636,6476830,TRUE
"11864","NC_044058.1",11864,1,1,1,1,6494623,6494609,6494971,6494957,FALSE
"11865","NC_044058.1",11865,1,1,0,1,6568847,6424886,10167469,10023508,FALSE
"11866","NC_044058.1",11866,1,1,0,1,6525937,6473889,7827115,7775067,FALSE
"11867","NC_044058.1",11867,2,2,0,1,6667458,6361786,14309244,14003572,FALSE
"11868","NC_044058.1",11868,1,1,0,1,6718695,6318695,20564388,20164388,FALSE
"11869","NC_044058.1",11869,2,1,0,2,6597522,6496100,9133084,9031662,FALSE
"11870","NC_044058.1",11870,2,1,0,2,6675669,6494740,9643536,9500462,FALSE
"11871","NC_044058.1",11871,1,1,0,1,6592269,6537845,7952867,7898443,FALSE
"11872","NC_044058.1",11872,1,1,0,1,6765121,6365096,25659773,25259748,FALSE
"11873","NC_044058.1",11873,5,2,0,3,6610717,6610515,6615703,6615503,FALSE
"11874","NC_044058.1",11874,1,1,0,1,6823911,6423911,20068217,19668217,FALSE
"11875","NC_044058.1",11875,5,3,3,1,6771698,6554212,12193677,11976191,FALSE
"11876","NC_044058.1",11876,3,3,2,1,6714461,6713495,6716452,6715486,FALSE
"11877","NC_044058.1",11877,2,2,0,1,6713934,6713928,6714060,6714054,FALSE
"11878","NC_044058.1",11878,1,1,0,1,6757683,6670797,8929406,8842520,FALSE
"11879","NC_044058.1",11879,2,1,0,2,6920439,6691894,11456626,11112579,FALSE
"11880","NC_044058.1",11880,3,3,0,1,6908386,6907732,6908957,6908303,FALSE
"11881","NC_044058.1",11881,3,3,3,1,6936191,6935497,6937954,6937260,FALSE
"11882","NC_044058.1",11882,1,1,0,1,6936066,6936050,6936347,6936331,FALSE
"11883","NC_044058.1",11883,1,1,0,1,6936073,6936065,6936272,6936264,FALSE
"11884","NC_044058.1",11884,3,3,0,1,6937375,6936581,6938284,6937490,FALSE
"11885","NC_044058.1",11885,1,1,0,1,7116898,6771800,15743597,15398499,FALSE
"11886","NC_044058.1",11886,1,1,0,1,7170616,6770606,22561338,22161328,FALSE
"11887","NC_044058.1",11887,8,1,0,8,7563126,6242426,18494152,17274380,FALSE
"11888","NC_044058.1",11888,20,3,2,9,7002304,7000575,7020149,7018459,FALSE
"11889","NC_044058.1",11889,7,2,0,7,7702158,6577590,19282383,17951392,FALSE
"11890","NC_044058.1",11890,3,1,0,3,7019853,7019354,7032305,7031806,FALSE
"11891","NC_044058.1",11891,4,3,0,1,7040384,7039662,7040705,7039983,FALSE
"11892","NC_044058.1",11892,1,1,0,1,7100849,7093607,7281747,7274505,FALSE
"11893","NC_044058.1",11893,1,1,0,1,7169719,7026666,10746007,10602954,FALSE
"11894","NC_044058.1",11894,1,1,0,1,7136471,7083245,8467130,8413904,FALSE
"11895","NC_044058.1",11895,1,1,0,1,7126006,7098440,7814997,7787431,FALSE
"11896","NC_044058.1",11896,1,1,0,1,7331547,6931547,26067122,25667122,FALSE
"11897","NC_044058.1",11897,5,2,0,5,7702158,6827832,19595924,18560365,FALSE
"11898","NC_044058.1",11898,1,1,0,1,7494170,7094163,21183790,20783783,FALSE
"11899","NC_044058.1",11899,3,2,0,2,7715372,7102144,26747833,26339297,FALSE
"11900","NC_044058.1",11900,10,1,0,6,7378127,7377984,7380687,7380577,FALSE
"11901","NC_044058.1",11901,1,1,0,1,7610874,7269606,16142581,15801313,FALSE
"11902","NC_044058.1",11902,1,1,0,1,7553993,7388407,11693640,11528054,FALSE
"11903","NC_044058.1",11903,1,1,0,1,7581128,7378236,12653430,12450538,FALSE
"11904","NC_044058.1",11904,5,3,0,4,8312458,7309041,22129166,21285692,FALSE
"11905","NC_044058.1",11905,2,2,0,1,7623101,7406833,13029805,12813537,FALSE
"11906","NC_044058.1",11906,3,1,0,3,7721659,7320825,24089634,23688785,FALSE
"11907","NC_044058.1",11907,3,3,0,1,7535050,7533324,7575259,7572971,FALSE
"11908","NC_044058.1",11908,1,1,0,1,7744461,7512551,13542192,13310282,FALSE
"11909","NC_044058.1",11909,1,1,0,1,7840919,7440900,28706905,28306886,FALSE
"11910","NC_044058.1",11910,2,2,0,2,8041309,7455764,25166731,24663190,FALSE
"11911","NC_044058.1",11911,2,2,0,1,7739925,7660357,9729130,9649562,FALSE
"11912","NC_044058.1",11912,1,1,0,1,7709788,7709053,7728102,7727367,FALSE
"11913","NC_044058.1",11913,3,2,0,3,8418709,7523269,30535557,29681838,FALSE
"11914","NC_044058.1",11914,1,1,0,1,7743891,7737268,7909313,7902690,FALSE
"11915","NC_044058.1",11915,5,2,0,5,8399266,7552473,20759261,20229975,FALSE
"11916","NC_044058.1",11916,2,2,0,1,7964549,7564549,28246993,27846993,FALSE
"11917","NC_044058.1",11917,2,2,0,1,7958092,7673220,15079776,14794904,FALSE
"11918","NC_044058.1",11918,1,1,0,1,7975424,7793026,12534962,12352564,FALSE
"11919","NC_044058.1",11919,1,1,0,1,8094305,7694305,18451798,18051798,FALSE
"11920","NC_044058.1",11920,1,1,0,1,7987629,7818889,12206003,12037263,FALSE
"11921","NC_044058.1",11921,1,1,0,1,7970109,7837707,11280149,11147747,FALSE
"11922","NC_044058.1",11922,1,1,0,1,8008824,7814898,12856984,12663058,FALSE
"11923","NC_044058.1",11923,1,1,0,1,8132100,7732073,20035213,19635186,FALSE
"11924","NC_044058.1",11924,5,3,2,2,8389081,7804285,15698244,15326979,FALSE
"11925","NC_044058.1",11925,1,1,0,1,8041234,7933378,10718968,10611112,FALSE
"11926","NC_044058.1",11926,1,1,0,1,8170749,7822751,16870684,16522686,FALSE
"11927","NC_044058.1",11927,2,1,0,2,8220766,7816380,17774873,17087145,FALSE
"11928","NC_044058.1",11928,3,3,0,1,8010938,8010250,8012052,8011364,FALSE
"11929","NC_044058.1",11929,1,1,0,1,8212418,7812415,26121633,25721630,FALSE
"11930","NC_044058.1",11930,1,1,0,1,8249289,7849289,28699523,28299523,FALSE
"11931","NC_044058.1",11931,2,2,0,1,8286021,7886021,29234648,28834648,FALSE
"11932","NC_044058.1",11932,1,1,0,1,8317143,7917143,24550966,24150966,FALSE
"11933","NC_044058.1",11933,1,1,0,1,8202344,8051895,11962949,11812500,FALSE
"11934","NC_044058.1",11934,3,1,0,3,8128862,8128160,8146390,8145688,FALSE
"11935","NC_044058.1",11935,1,1,0,1,8134314,8134202,8137138,8137026,FALSE
"11936","NC_044058.1",11936,4,3,0,3,8502203,8044758,12809794,12483088,FALSE
"11937","NC_044058.1",11937,1,1,0,1,8222767,8063565,12202782,12043580,FALSE
"11938","NC_044058.1",11938,1,1,0,1,8347704,7947704,22901561,22501561,FALSE
"11939","NC_044058.1",11939,2,2,0,1,8289476,8009276,15294482,15014282,FALSE
"11940","NC_044058.1",11940,1,1,0,1,8191240,8138454,9487103,9434317,FALSE
"11941","NC_044058.1",11941,4,1,0,4,8164873,8164826,8165916,8165874,FALSE
"11942","NC_044058.1",11942,3,3,0,1,8173991,8173339,8174776,8174124,FALSE
"11943","NC_044058.1",11943,10,2,0,9,8195184,8195176,8195409,8195401,FALSE
"11944","NC_044058.1",11944,1,1,0,1,8224649,8224517,8227910,8227778,FALSE
"11945","NC_044058.1",11945,8,2,0,5,8909535,8025246,27780518,26647482,FALSE
"11946","NC_044058.1",11946,5,2,0,3,8807255,8138133,16397346,15820333,FALSE
"11947","NC_044058.1",11947,7,3,1,5,8494009,8299274,13202566,12834008,FALSE
"11948","NC_044058.1",11948,1,1,0,1,8599979,8199979,30007107,29607107,FALSE
"11949","NC_044058.1",11949,5,2,0,5,9101347,8237273,19905479,18881583,FALSE
"11950","NC_044058.1",11950,5,3,3,2,8454369,8453473,8456262,8455366,FALSE
"11951","NC_044058.1",11951,4,2,1,3,8455832,8455796,8456731,8456695,FALSE
"11952","NC_044058.1",11952,26,3,3,18,8458437,8456379,8488710,8486720,TRUE
"11953","NC_044058.1",11953,3,1,1,3,9124055,8323412,26568860,25617257,FALSE
"11954","NC_044058.1",11954,1,1,0,1,8572316,8572143,8576512,8576339,FALSE
"11955","NC_044058.1",11955,6,3,2,1,8574785,8574045,8576608,8575868,FALSE
"11956","NC_044058.1",11956,1,1,0,1,8817406,8417406,24506090,24106090,FALSE
"11957","NC_044058.1",11957,9,1,0,8,8707482,8691835,9073449,9057772,FALSE
"11958","NC_044058.1",11958,1,1,0,1,8748735,8660593,10952294,10864152,FALSE
"11959","NC_044058.1",11959,8,3,0,1,8706919,8706070,8710911,8709868,FALSE
"11960","NC_044058.1",11960,2,2,0,1,8738553,8677207,10271758,10210412,FALSE
"11961","NC_044058.1",11961,1,1,0,1,8749298,8714926,9585967,9551595,FALSE
"11962","NC_044058.1",11962,2,1,0,2,8734620,8734597,8735164,8735141,FALSE
"11963","NC_044058.1",11963,2,2,0,2,9191463,8595901,16840355,16510215,FALSE
"11964","NC_044058.1",11964,1,1,0,1,8965869,8565869,20665200,20265200,FALSE
"11965","NC_044058.1",11965,1,1,0,1,8835840,8797070,9805104,9766334,FALSE
"11966","NC_044058.1",11966,1,1,0,1,9030123,8630122,23840495,23440494,FALSE
"11967","NC_044058.1",11967,1,1,0,1,8935683,8728746,14108971,13902034,FALSE
"11968","NC_044058.1",11968,1,1,0,1,8948098,8752548,13836827,13641277,FALSE
"11969","NC_044058.1",11969,3,1,0,3,9295968,8651251,25273005,24792522,FALSE
"11970","NC_044058.1",11970,1,1,0,1,8852888,8851944,8859009,8858065,FALSE
"11971","NC_044058.1",11971,8,3,0,5,9553707,8674526,22496553,21265226,FALSE
"11972","NC_044058.1",11972,1,1,0,1,8947607,8841095,11610415,11503903,FALSE
"11973","NC_044058.1",11973,2,2,0,1,8898186,8897120,8911392,8910326,FALSE
"11974","NC_044058.1",11974,3,3,1,1,8899593,8898579,8911249,8910289,FALSE
"11975","NC_044058.1",11975,1,1,0,1,9043673,8827289,14453248,14236864,FALSE
"11976","NC_044058.1",11976,5,2,0,3,9170817,8214854,27443953,26647482,FALSE
"11977","NC_044058.1",11977,1,1,0,1,8975465,8974697,8975846,8975078,FALSE
"11978","NC_044058.1",11978,1,1,0,1,8993543,8991539,9029263,9027259,FALSE
"11979","NC_044058.1",11979,2,2,0,1,9197287,8797281,22933429,22533423,FALSE
"11980","NC_044058.1",11980,1,1,0,1,9065198,8931140,12416665,12282607,FALSE
"11981","NC_044058.1",11981,1,1,0,1,9004474,9004310,9008107,9007943,FALSE
"11982","NC_044058.1",11982,2,1,0,2,9004740,9004612,9007872,9007744,FALSE
"11983","NC_044058.1",11983,4,2,0,4,9620790,8815872,21990359,21011650,FALSE
"11984","NC_044058.1",11984,1,1,0,1,9019525,9019509,9019913,9019897,FALSE
"11985","NC_044058.1",11985,1,1,0,1,9089380,8980230,11818153,11709003,FALSE
"11986","NC_044058.1",11986,1,1,0,1,9045529,9042073,9111836,9108380,FALSE
"11987","NC_044058.1",11987,1,1,0,1,9149508,8968236,13681290,13500018,FALSE
"11988","NC_044058.1",11988,1,1,0,1,9228724,9120052,11924500,11815828,FALSE
"11989","NC_044058.1",11989,1,1,0,1,9207204,9207162,9208256,9208214,FALSE
"11990","NC_044058.1",11990,1,1,0,1,9207253,9207213,9208247,9208207,FALSE
"11991","NC_044058.1",11991,1,1,0,1,9411853,9011832,27939751,27539730,FALSE
"11992","NC_044058.1",11992,4,1,0,4,9877252,9077115,18577581,17949056,FALSE
"11993","NC_044058.1",11993,25,3,4,10,9258197,9257258,9259070,9257995,FALSE
"11994","NC_044058.1",11994,2,2,0,1,9276990,9276217,9296278,9295505,FALSE
"11995","NC_044058.1",11995,43,3,5,20,9339509,9337747,9364773,9363007,TRUE
"11996","NC_044058.1",11996,1,1,0,1,9350682,9349430,9362291,9361039,FALSE
"11997","NC_044058.1",11997,242,3,26,81,9432853,9431685,9435364,9434196,TRUE
"11998","NC_044058.1",11998,2,2,0,1,9566694,9307570,16044748,15785624,FALSE
"11999","NC_044058.1",11999,3,1,0,3,9764842,9241735,20371034,19679724,FALSE
"12000","NC_044058.1",12000,1,1,0,1,9515797,9453304,11077993,11015500,FALSE
"12001","NC_044058.1",12001,1,1,0,1,9699720,9299720,27137041,26737041,FALSE
"12002","NC_044058.1",12002,1,1,0,1,9756294,9356294,26227820,25827820,FALSE
"12003","NC_044058.1",12003,1,1,0,1,9638292,9483046,13519455,13364209,FALSE
"12004","NC_044058.1",12004,1,1,0,1,9596586,9529326,11278032,11210772,FALSE
"12005","NC_044058.1",12005,1,1,0,1,9593578,9553255,10601304,10560981,FALSE
"12006","NC_044058.1",12006,2,2,0,1,9823434,9423431,30052858,29652855,FALSE
"12007","NC_044058.1",12007,3,3,0,1,9661357,9660453,9664841,9663937,FALSE
"12008","NC_044058.1",12008,1,1,0,1,9883777,9483772,29275381,28875376,FALSE
"12009","NC_044058.1",12009,1,1,0,1,9716832,9655132,11259354,11197654,FALSE
"12010","NC_044058.1",12010,4,2,0,4,10277635,9511490,19429093,18612210,FALSE
"12011","NC_044058.1",12011,1,1,0,1,9937323,9537321,24323844,23923842,FALSE
"12012","NC_044058.1",12012,37,3,2,28,9740451,9739143,9742153,9741066,TRUE
"12013","NC_044058.1",12013,2,2,0,1,9865691,9614968,16133044,15882321,FALSE
"12014","NC_044058.1",12014,1,1,0,1,9940881,9540876,25045365,24645360,FALSE
"12015","NC_044058.1",12015,92,3,17,69,10310629,9542382,28866068,27946262,TRUE
"12016","NC_044058.1",12016,1,1,0,1,9910677,9601563,17638533,17329419,FALSE
"12017","NC_044058.1",12017,1,1,0,1,9764260,9763540,9782274,9781554,FALSE
"12018","NC_044058.1",12018,1,1,0,1,9979616,9579585,25641014,25240983,FALSE
"12019","NC_044058.1",12019,1,1,0,1,9856216,9707806,13566490,13418080,FALSE
"12020","NC_044058.1",12020,2,1,0,2,9844086,9755618,12035777,11947300,FALSE
"12021","NC_044058.1",12021,3,2,0,2,10287512,9612554,22091353,21553771,FALSE
"12022","NC_044058.1",12022,71,3,23,53,9867922,9866465,9879159,9877728,TRUE
"12023","NC_044058.1",12023,2,2,0,2,10144876,9843292,16907875,16505489,FALSE
"12024","NC_044058.1",12024,1,1,0,1,10094501,9907715,14745918,14559132,FALSE
"12025","NC_044058.1",12025,3,1,0,3,10399423,9537321,24323844,23452394,FALSE
"12026","NC_044058.1",12026,1,1,0,1,10093200,9966250,13266941,13139991,FALSE
"12027","NC_044058.1",12027,1,1,0,1,10160679,9907119,16499678,16246118,FALSE
"12028","NC_044058.1",12028,1,1,0,1,10196676,9885566,17952211,17641101,FALSE
"12029","NC_044058.1",12029,1,1,0,1,10049531,10049511,10050043,10050023,FALSE
"12030","NC_044058.1",12030,18,3,0,17,10138066,10137106,10138461,10137519,FALSE
"12031","NC_044058.1",12031,1,1,0,1,10193556,10140470,11520716,11467630,FALSE
"12032","NC_044058.1",12032,1,1,0,1,10373125,9985872,20054334,19667081,FALSE
"12033","NC_044058.1",12033,1,1,0,1,10391406,9991386,20628723,20228703,FALSE
"12034","NC_044058.1",12034,1,1,0,1,10403720,10003713,30783049,30383042,FALSE
"12035","NC_044058.1",12035,1,1,0,1,10218179,10217573,10222544,10221938,FALSE
"12036","NC_044058.1",12036,4,3,3,2,10322486,10321582,10323414,10322510,FALSE
"12037","NC_044058.1",12037,2,2,0,1,10327610,10326752,10348294,10347436,FALSE
"12038","NC_044058.1",12038,6,3,1,1,10332311,10331391,10342011,10341091,FALSE
"12039","NC_044058.1",12039,67,3,12,48,10344805,10341528,10388250,10385033,TRUE
"12040","NC_044058.1",12040,3,3,0,1,10369456,10368688,10372229,10371461,FALSE
"12041","NC_044058.1",12041,2,2,0,1,10389527,10366475,10965810,10942758,FALSE
"12042","NC_044058.1",12042,1,1,0,1,10407629,10407440,10412239,10412050,FALSE
"12043","NC_044058.1",12043,1,1,0,1,10549170,10432474,13466576,13349880,FALSE
"12044","NC_044058.1",12044,1,1,0,1,10513701,10513683,10514118,10514100,FALSE
"12045","NC_044058.1",12045,1,1,0,1,10533479,10502609,11305140,11274270,FALSE
"12046","NC_044058.1",12046,1,1,0,1,10728407,10328407,29924351,29524351,FALSE
"12047","NC_044058.1",12047,1,1,0,1,10633474,10454763,15101160,14922449,FALSE
"12048","NC_044058.1",12048,8,2,0,3,10570026,10569868,10573762,10573573,FALSE
"12049","NC_044058.1",12049,7,3,1,2,10601089,10600185,10602392,10601488,FALSE
"12050","NC_044058.1",12050,1,1,0,1,10657065,10594385,12224059,12161379,FALSE
"12051","NC_044058.1",12051,4,3,0,3,11370774,10478782,19250551,18913175,FALSE
"12052","NC_044058.1",12052,2,1,0,2,10907627,10461788,20347739,19708745,FALSE
"12053","NC_044058.1",12053,1,1,0,1,10780513,10566433,16132516,15918436,FALSE
"12054","NC_044058.1",12054,1,1,0,1,10749545,10613343,14154582,14018380,FALSE
"12055","NC_044058.1",12055,3,2,0,2,10892546,10483987,24831750,24252403,FALSE
"12056","NC_044058.1",12056,2,2,0,1,10904069,10504069,26203976,25803976,FALSE
"12057","NC_044058.1",12057,4,2,0,3,11418637,10549252,20873672,20034776,FALSE
"12058","NC_044058.1",12058,1,1,0,1,10960475,10560474,29252409,28852408,FALSE
"12059","NC_044058.1",12059,2,2,0,1,10987484,10587484,21553447,21153447,FALSE
"12060","NC_044058.1",12060,1,1,0,1,10802563,10801515,10828722,10827674,FALSE
"12061","NC_044058.1",12061,3,2,0,3,11490647,10614146,25337264,24820368,FALSE
"12062","NC_044058.1",12062,1,1,0,1,10876581,10768041,13590067,13481527,FALSE
"12063","NC_044058.1",12063,1,1,0,1,10852229,10798190,12203185,12149146,FALSE
"12064","NC_044058.1",12064,1,1,0,1,10955424,10712899,17018473,16775948,FALSE
"12065","NC_044058.1",12065,1,1,0,1,11098761,10698761,27596020,27196020,FALSE
"12066","NC_044058.1",12066,2,2,0,1,11069985,10767615,18628746,18326376,FALSE
"12067","NC_044058.1",12067,2,2,0,1,10979171,10858483,13996362,13875674,FALSE
"12068","NC_044058.1",12068,1,1,0,1,11141895,10741894,22541343,22141342,FALSE
"12069","NC_044058.1",12069,2,2,0,1,11022977,10928065,13395675,13300763,FALSE
"12070","NC_044058.1",12070,3,1,0,3,10985413,10985398,10985706,10985691,FALSE
"12071","NC_044058.1",12071,1,1,0,1,11022258,11016712,11160347,11154801,FALSE
"12072","NC_044058.1",12072,1,1,0,1,11026525,11025249,11037918,11036642,FALSE
"12073","NC_044058.1",12073,1,1,0,1,11062117,11031131,11823728,11792742,FALSE
"12074","NC_044058.1",12074,3,3,0,1,11260734,10860130,30082326,29681722,FALSE
"12075","NC_044058.1",12075,1,1,0,1,11105081,11060105,12228758,12183782,FALSE
"12076","NC_044058.1",12076,2,1,0,2,11168310,11142892,11786090,11760664,FALSE
"12077","NC_044058.1",12077,1,1,0,1,11269932,11071976,16195320,15997364,FALSE
"12078","NC_044058.1",12078,5,3,1,2,11233681,11233077,11236778,11236174,FALSE
"12079","NC_044058.1",12079,4,2,0,2,11233250,11233246,11233356,11233352,FALSE
"12080","NC_044058.1",12080,1,1,0,1,11307019,11240977,12957972,12891930,FALSE
"12081","NC_044058.1",12081,2,1,0,2,11678762,11110833,26153056,25710316,FALSE
"12082","NC_044058.1",12082,1,1,0,1,11354727,11353759,11359514,11358546,FALSE
"12083","NC_044058.1",12083,2,1,0,2,11376312,11364768,11648632,11637080,FALSE
"12084","NC_044058.1",12084,1,1,0,1,11385919,11385906,11386094,11386081,FALSE
"12085","NC_044058.1",12085,1,1,0,1,11443577,11423496,11945288,11925207,FALSE
"12086","NC_044058.1",12086,1,1,0,1,11552244,11322609,17293104,17063469,FALSE
"12087","NC_044058.1",12087,2,1,0,2,11607951,11344653,17846059,17458021,FALSE
"12088","NC_044058.1",12088,3,2,0,1,11678680,11278679,26718611,26318610,FALSE
"12089","NC_044058.1",12089,5,2,0,4,11927226,10864338,20873672,20034776,FALSE
"12090","NC_044058.1",12090,1,1,0,1,11592518,11483822,14309904,14201208,FALSE
"12091","NC_044058.1",12091,1,1,0,1,11642577,11541185,14177212,14075820,FALSE
"12092","NC_044058.1",12092,1,1,0,1,11661746,11660808,11667053,11666115,FALSE
"12093","NC_044058.1",12093,1,1,1,1,11722279,11722150,11725458,11725329,FALSE
"12094","NC_044058.1",12094,9,2,0,9,12633850,11587540,22464640,21507473,FALSE
"12095","NC_044058.1",12095,4,2,0,4,12204370,11708029,19222754,18708141,FALSE
"12096","NC_044058.1",12096,1,1,0,1,11861802,11861754,11862893,11862845,FALSE
"12097","NC_044058.1",12097,1,1,0,1,11952191,11803894,15658371,15510074,FALSE
"12098","NC_044058.1",12098,1,1,0,1,11881290,11881131,11885162,11885003,FALSE
"12099","NC_044058.1",12099,6,1,0,5,12633850,11755417,21975701,21040807,FALSE
"12100","NC_044058.1",12100,1,1,0,1,12166468,11766468,28651439,28251439,FALSE
"12101","NC_044058.1",12101,1,1,0,1,11990674,11961713,12714503,12685542,FALSE
"12102","NC_044058.1",12102,1,1,0,1,12179862,11779859,26202007,25802004,FALSE
"12103","NC_044058.1",12103,1,1,0,1,12104103,11860263,18200073,17956233,FALSE
"12104","NC_044058.1",12104,2,1,0,2,12265747,11788610,23424755,22636086,FALSE
"12105","NC_044058.1",12105,2,2,0,1,12057985,11939707,15014687,14896409,FALSE
"12106","NC_044058.1",12106,1,1,0,1,12082450,11953480,15305729,15176759,FALSE
"12107","NC_044058.1",12107,1,1,0,1,12115499,11938699,16535489,16358689,FALSE
"12108","NC_044058.1",12108,1,1,0,1,12043317,12033203,12296082,12285968,FALSE
"12109","NC_044058.1",12109,4,1,0,4,12390461,11860263,18512518,17956233,FALSE
"12110","NC_044058.1",12110,5,1,0,5,12176799,12176611,12181516,12181328,FALSE
"12111","NC_044058.1",12111,1,1,0,1,12286298,12157402,15508713,15379817,FALSE
"12112","NC_044058.1",12112,4,3,3,1,12278877,12278345,12279806,12279274,FALSE
"12113","NC_044058.1",12113,1,1,0,1,12411951,12201437,17674778,17464264,FALSE
"12114","NC_044058.1",12114,1,1,0,1,12541703,12141703,24250394,23850394,FALSE
"12115","NC_044058.1",12115,1,1,0,1,12371956,12327378,13486213,13441635,FALSE
"12116","NC_044058.1",12116,1,1,0,1,12548771,12281161,19215763,18948153,FALSE
"12117","NC_044058.1",12117,3,3,0,1,12436835,12435903,12443830,12442898,FALSE
"12118","NC_044058.1",12118,1,1,0,1,12649426,12248522,28191231,27790327,FALSE
"12119","NC_044058.1",12119,1,1,0,1,12611352,12296920,20471784,20157352,FALSE
"12120","NC_044058.1",12120,1,1,0,1,12536448,12401758,15903698,15769008,FALSE
"12121","NC_044058.1",12121,4,3,0,2,12530832,12529596,12543461,12542225,FALSE
"12122","NC_044058.1",12122,1,1,0,1,12561258,12561216,12562299,12562257,FALSE
"12123","NC_044058.1",12123,2,2,0,1,12791708,12391703,23413755,23013750,FALSE
"12124","NC_044058.1",12124,1,1,0,1,12719015,12473939,18826618,18581542,FALSE
"12125","NC_044058.1",12125,3,2,0,3,13211541,12431097,26975705,26302523,FALSE
"12126","NC_044058.1",12126,2,2,0,1,12639211,12639203,12639405,12639397,FALSE
"12127","NC_044058.1",12127,3,3,1,1,12639329,12639211,12639676,12639558,FALSE
"12128","NC_044058.1",12128,1,1,0,1,12752678,12567636,17377372,17192330,FALSE
"12129","NC_044058.1",12129,2,2,0,1,12882849,12566201,20798729,20482081,FALSE
"12130","NC_044058.1",12130,1,1,0,1,12818431,12701677,15736710,15619956,FALSE
"12131","NC_044058.1",12131,2,2,0,1,12766278,12766264,12766478,12766464,FALSE
"12132","NC_044058.1",12132,4,2,0,3,13360139,12702587,20212167,19630637,FALSE
"12133","NC_044058.1",12133,2,2,0,1,12898610,12898604,12898754,12898748,FALSE
"12134","NC_044058.1",12134,1280,3,452,267,12901313,12899934,12905079,12903072,TRUE
"12135","NC_044058.1",12135,175,3,18,94,12903368,12900790,12943927,12941274,TRUE
"12136","NC_044058.1",12136,327,3,62,145,12905257,12902806,12920181,12918472,TRUE
"12137","NC_044058.1",12137,3,3,1,1,12904914,12903734,12915226,12914046,FALSE
"12138","NC_044058.1",12138,3,3,1,1,12904971,12903901,12916475,12915405,FALSE
"12139","NC_044058.1",12139,2,2,0,1,12909496,12909382,12912325,12912211,FALSE
"12140","NC_044058.1",12140,3,3,0,1,12912853,12911383,12926493,12925023,FALSE
"12141","NC_044058.1",12141,16,2,0,8,12912150,12912084,12913809,12913743,FALSE
"12142","NC_044058.1",12142,129,3,22,74,12923001,12920886,12943902,12941704,TRUE
"12143","NC_044058.1",12143,1,1,0,1,13136320,12736320,25191638,24791638,FALSE
"12144","NC_044058.1",12144,1,1,0,1,13145862,12745855,28143695,27743688,FALSE
"12145","NC_044058.1",12145,2,2,0,1,13150552,12750549,28808539,28408536,FALSE
"12146","NC_044058.1",12146,1,1,0,1,12965316,12951118,13320247,13306049,FALSE
"12147","NC_044058.1",12147,3,2,0,3,13526507,12761519,29552259,29017564,FALSE
"12148","NC_044058.1",12148,5,3,0,1,12973234,12972328,12973712,12972806,FALSE
"12149","NC_044058.1",12149,1,1,0,1,13210161,12902433,20879477,20571749,FALSE
"12150","NC_044058.1",12150,8,3,1,2,13083099,13082223,13086518,13085642,FALSE
"12151","NC_044058.1",12151,2,2,0,1,13097410,13081642,13491619,13475851,FALSE
"12152","NC_044058.1",12152,2,1,0,2,13095256,13093689,13114636,13113074,FALSE
"12153","NC_044058.1",12153,2,1,0,2,13113925,13113885,13114867,13114827,FALSE
"12154","NC_044058.1",12154,6,2,1,5,13113972,13113938,13114817,13114783,FALSE
"12155","NC_044058.1",12155,6,3,3,1,13138468,13137338,13144946,13143822,FALSE
"12156","NC_044058.1",12156,3,2,0,2,13140666,13140618,13141853,13141805,FALSE
"12157","NC_044058.1",12157,3,2,0,2,13141801,13141794,13141960,13141953,FALSE
"12158","NC_044058.1",12158,2,1,0,2,13384955,12982211,22090659,21492951,FALSE
"12159","NC_044058.1",12159,3,1,0,3,13394648,13053944,19200477,18759468,FALSE
"12160","NC_044058.1",12160,5,3,0,2,13289754,13289040,13291159,13290180,FALSE
"12161","NC_044058.1",12161,1,1,0,1,13512353,13112319,23532156,23132122,FALSE
"12162","NC_044058.1",12162,2,2,0,2,13497619,13204591,19733977,19420008,FALSE
"12163","NC_044058.1",12163,1,1,0,1,13335722,13335716,13335851,13335845,FALSE
"12164","NC_044058.1",12164,4,1,0,4,14269183,13156920,30897686,30133677,FALSE
"12165","NC_044058.1",12165,5,3,1,2,13357763,13356935,13358513,13357685,FALSE
"12166","NC_044058.1",12166,3,3,1,1,13369689,13368671,13378246,13377228,FALSE
"12167","NC_044058.1",12167,4,2,0,3,13508966,12875570,20212167,19716605,FALSE
"12168","NC_044058.1",12168,2,2,0,1,13404057,13358505,14542875,14497323,FALSE
"12169","NC_044058.1",12169,14,3,1,5,13399078,13398300,13399861,13398926,FALSE
