"","InversionID","Chrom","windowID_StartBreakpoint","window_StartLowerCI","window_StartUpperCI","windowID_EndBreakpoint","window_EndLowerCI","window_EndUpperCI","SVType","n_ind_startWindows","n_ind_endWindows","n_ind_invID","n_method_startWindows","n_method_endWindows","invSizeMax","invSizeMin"
"456","14731-14647","NC_044069.1","14731",5000462,5023934,"14647",5001419,5020765,"INV",199,199,199,3,3,20303,-22515
"457","14732-14693","NC_044069.1","14732",5061988,5093281,"14693",7360827,7376406,"INV",37,34,33,3,3,2314418,2267546
"458","14740-14654","NC_044069.1","14740",5559872,5573724,"14654",5560356,5579893,"INV",31,27,26,3,3,20021,-13368
"459","14744-14667","NC_044069.1","14744",5690427,5702957,"14667",6301463,6318603,"INV",17,17,16,3,3,628176,598506
"460","14750-14658","NC_044069.1","14750",5875581,5886105,"14658",5877469,5887891,"INV",17,17,17,3,3,12310,-8636
"461","14777-14676","NC_044069.1","14777",6628120,6649569,"14676",6634428,6650487,"INV",81,80,79,3,3,22367,-15141
"462","14796-14694","NC_044069.1","14796",7297207,7319999,"14694",7428669,7445209,"INV",142,107,106,3,3,148002,108670
"463","14809-14704","NC_044069.1","14809",7803110,7815459,"14704",7803115,7817570,"INV",286,286,286,3,3,14460,-12344
"464","14829-14721","NC_044069.1","14829",8430836,8481569,"14721",8513483,8527272,"INV",33,25,24,3,3,96436,31914
"465","14843-14732","NC_044069.1","14843",8843348,8858036,"14732",8848069,8858531,"INV",20,19,19,3,3,15183,-9967
"466","14855-15121","NC_044069.1","14855",9192857,9206468,"15121",22180662,22206050,"INV",88,89,85,3,3,13013193,12974194
"467","14860-14755","NC_044069.1","14860",9395815,9406636,"14755",9794597,9813289,"INV",15,16,15,3,3,417474,387961
"468","1487-1744","NC_044050.1","1487",835083,845915,"1744",14301820,14323688,"INV",44,78,44,3,3,13488605,13455905
"469","1491-1455","NC_044050.1","1491",927668,937966,"1455",936538,946996,"INV",27,27,27,3,3,19328,-1428
"470","14914-14798","NC_044069.1","14914",11396573,11412325,"14798",11396608,11417645,"INV",20,21,20,3,3,21072,-15717
"471","1497-1458","NC_044050.1","1497",1215790,1226369,"1458",1215347,1227966,"INV",43,50,43,3,3,12176,-11022
"472","14986-14888","NC_044069.1","14986",14354991,14373878,"14888",14354995,14391515,"INV",107,112,107,3,3,36524,-18883
"473","15032-14941","NC_044069.1","15032",16217833,16236038,"14941",16194391,16236236,"INV",156,158,156,3,3,18403,-41647
"474","15033-14942","NC_044069.1","15033",16236749,16248893,"14942",16238927,16249024,"INV",74,73,73,3,3,12275,-9966
"475","15060-14980","NC_044069.1","15060",17239319,17256873,"14980",17243370,17265124,"INV",27,28,27,3,3,25805,-13503
"476","15063-14983","NC_044069.1","15063",17313939,17334925,"14983",17315987,17336338,"INV",104,104,104,3,3,22399,-18938
"477","15066-14990","NC_044069.1","15066",17484357,17494865,"14990",17485459,17496278,"INV",64,64,64,3,3,11921,-9406
"478","15068-14993","NC_044069.1","15068",17634044,17644598,"14993",17637268,17647712,"INV",38,38,38,3,3,13668,-7330
"479","15075-15001","NC_044069.1","15075",17968752,17979182,"15001",17976504,18005588,"INV",17,21,17,3,3,36836,-2678
"480","15085-15013","NC_044069.1","15085",18273797,18284307,"15013",18274373,18284841,"INV",87,87,87,3,3,11044,-9934
"481","1510-1630","NC_044050.1","1510",1748138,1759933,"1630",9359101,9372028,"INV",66,66,66,3,3,7623890,7599168
"482","15115-15053","NC_044069.1","15115",19988437,19998982,"15053",19988783,19999540,"INV",32,32,32,3,3,11103,-10199
"483","1512-1978","NC_044050.1","1512",1794765,1816299,"1978",22722279,22762297,"INV",128,133,127,3,3,20967532,20905980
"484","15125-15072","NC_044069.1","15125",20591828,20606816,"15072",20592008,20609672,"INV",24,24,24,3,3,17844,-14808
"485","15151-15111","NC_044069.1","15151",21797266,21808048,"15111",21931629,21945144,"INV",47,49,47,3,3,147878,123581
"486","1516-1464","NC_044050.1","1516",1962895,1991495,"1464",1963275,1986264,"INV",35,32,31,3,3,23369,-28220
"487","15200-15172","NC_044070.1","15200",1245811,1257008,"15172",1246813,1257056,"INV",18,18,18,3,3,11245,-10195
"488","15207-15217","NC_044070.1","15207",1588993,1609381,"15217",4678132,4699167,"INV",26,27,25,3,3,3110174,3068751
"489","15208-15496","NC_044070.1","15208",1614289,1625367,"15496",16061605,16085482,"INV",40,232,40,3,3,14471193,14436238
"490","15222-15182","NC_044070.1","15222",2137418,2148476,"15182",2137847,2148963,"INV",122,122,122,3,3,11545,-10629
"491","15226-15184","NC_044070.1","15226",2271478,2282061,"15184",2272297,2283796,"INV",162,162,162,3,3,12318,-9764
"492","1523-2132","NC_044050.1","1523",2194060,2204514,"2132",28529390,28560631,"INV",95,99,95,3,3,26366571,26324876
"493","1524-1472","NC_044050.1","1524",2220211,2241713,"1472",2242677,2253245,"INV",70,16,16,3,3,33034,964
"494","1524-1977","NC_044050.1","1524",2220211,2241713,"1977",22701810,22713628,"INV",70,51,50,3,3,20493417,20460097
"495","15248-15198","NC_044070.1","15248",3255981,3266822,"15198",3253518,3274861,"INV",44,45,44,3,3,18880,-13304
"496","15317-15249","NC_044070.1","15317",5993343,6015415,"15249",6240783,6285807,"INV",26,35,22,3,3,292464,225368
"497","15323-15247","NC_044070.1","15323",6156221,6189282,"15247",6159321,6178228,"INV",162,161,161,3,3,22007,-29961
"498","15326-15720","NC_044070.1","15326",6307500,6330156,"15720",24432935,24447445,"INV",169,165,165,3,3,18139945,18102779
"499","15327-15263","NC_044070.1","15327",6335941,6347670,"15263",7070838,7081442,"INV",52,31,31,3,3,745501,723168
"500","15333-15253","NC_044070.1","15333",6583161,6609456,"15253",6589090,6618795,"INV",36,35,34,3,3,35634,-20366
"501","15337-15260","NC_044070.1","15337",6735925,6754170,"15260",7023107,7040448,"INV",174,235,173,3,3,304523,268937
"502","15338-15260","NC_044070.1","15338",6754924,6767731,"15260",7023107,7040448,"INV",186,235,177,3,3,285524,255376
"503","15346-15260","NC_044070.1","15346",7002214,7012732,"15260",7023107,7040448,"INV",21,235,18,3,3,38234,10375
"504","15349-15292","NC_044070.1","15349",7069702,7080259,"15292",8055426,8066157,"INV",66,63,63,3,3,996455,975167
"505","15369-15285","NC_044070.1","15369",7607798,7618312,"15285",7779572,7801990,"INV",157,159,157,3,3,194192,161260
"506","15384-15297","NC_044070.1","15384",8146462,8170107,"15297",8271097,8281709,"INV",43,40,40,3,3,135247,100990
"507","15415-15323","NC_044070.1","15415",9464104,9490800,"15323",9488475,9500029,"INV",128,77,77,3,3,35925,-2325
"508","15415-15324","NC_044070.1","15415",9464104,9490800,"15324",9503393,9513792,"INV",128,67,67,3,3,49688,12593
"509","1543-1569","NC_044050.1","1543",2970940,2981547,"1569",6743676,6754625,"INV",123,123,123,3,3,3783685,3762129
"510","15481-15521","NC_044070.1","15481",11590580,11618838,"15521",16841225,16859171,"INV",49,50,48,3,3,5268591,5222387
"511","155-84","NC_044048.1","155",5340296,5363298,"84",5509517,5520058,"INV",33,32,32,3,3,179762,146219
"512","15530-15415","NC_044070.1","15530",13179185,13189639,"15415",13180387,13199847,"INV",22,23,22,3,3,20662,-9252
"513","15535-15425","NC_044070.1","15535",13484168,13513636,"15425",13545417,13598513,"INV",121,118,113,3,3,114345,31781
"514","15540-15428","NC_044070.1","15540",13703334,13722330,"15428",13708394,13722400,"INV",19,18,18,3,3,19066,-13936
"515","15581-15480","NC_044070.1","15581",15294042,15307569,"15480",15411985,15422550,"INV",54,53,53,3,3,128508,104416
"516","15586-15538","NC_044070.1","15586",15466152,15481999,"15538",17241745,17267049,"INV",133,133,132,3,3,1800897,1759746
"517","15597-15495","NC_044070.1","15597",15979258,15998530,"15495",16027806,16060667,"INV",21,43,20,3,3,81409,29276
"518","15599-15495","NC_044070.1","15599",16027921,16057513,"15495",16027806,16060667,"INV",278,43,22,3,3,32746,-29707
"519","15599-15539","NC_044070.1","15599",16027921,16057513,"15539",17310172,17323058,"INV",278,277,277,3,3,1295137,1252659
"520","15600-15496","NC_044070.1","15600",16069309,16083414,"15496",16061605,16085482,"INV",227,232,226,3,3,16173,-21809
"521","1563-1505","NC_044050.1","1563",3645747,3670966,"1505",3661372,3671866,"INV",188,91,91,3,3,26119,-9594
"522","1563-1573","NC_044050.1","1563",3645747,3670966,"1573",6909829,6922538,"INV",188,150,144,3,3,3276791,3238863
"523","15650-15554","NC_044070.1","15650",17908436,17951918,"15554",17912590,17938600,"INV",56,20,20,3,3,30164,-39328
"524","15650-15579","NC_044070.1","15650",17908436,17951918,"15579",18819541,18927710,"INV",56,218,38,3,3,1019274,867623
"525","15651-15579","NC_044070.1","15651",17981066,18065949,"15579",18819541,18927710,"INV",144,218,136,3,3,946644,753592
"526","15653-15580","NC_044070.1","15653",18112267,18132004,"15580",18936081,18966749,"INV",30,83,16,3,3,854482,804077
"527","15654-15579","NC_044070.1","15654",18139947,18177085,"15579",18819541,18927710,"INV",163,218,123,3,3,787763,642456
"528","15654-15580","NC_044070.1","15654",18139947,18177085,"15580",18936081,18966749,"INV",163,83,62,3,3,826802,758996
"529","15656-15565","NC_044070.1","15656",18255904,18288740,"15565",18278679,18289164,"INV",53,48,48,3,3,33260,-10061
"530","15657-15568","NC_044070.1","15657",18291776,18372588,"15568",18323113,18392991,"INV",146,143,137,3,3,101215,-49475
"531","15657-15626","NC_044070.1","15657",18291776,18372588,"15626",20613139,20631014,"INV",146,17,16,3,3,2339238,2240551
"532","15658-15571","NC_044070.1","15658",18389632,18406301,"15571",18464175,18474748,"INV",22,22,21,3,3,85116,57874
"533","15664-15575","NC_044070.1","15664",18620732,18638359,"15575",18652592,18676693,"INV",73,85,73,3,3,55961,14233
"534","15671-15590","NC_044070.1","15671",18871385,18882795,"15590",19259783,19283866,"INV",57,60,56,3,3,412481,376988
"535","15683-15623","NC_044070.1","15683",19271497,19310455,"15623",20358675,20396214,"INV",98,78,78,3,3,1124717,1048220
"536","15698-15616","NC_044070.1","15698",19865381,19900813,"15616",20128267,20142013,"INV",119,105,104,3,3,276632,227454
"537","15701-15633","NC_044070.1","15701",20016197,20056088,"15633",20884596,20938123,"INV",30,53,17,3,3,921926,828508
"538","15703-15632","NC_044070.1","15703",20124131,20145844,"15632",20824925,20850031,"INV",95,73,60,3,3,725900,679081
"539","15703-15633","NC_044070.1","15703",20124131,20145844,"15633",20884596,20938123,"INV",95,53,15,3,3,813992,738752
"540","15703-15634","NC_044070.1","15703",20124131,20145844,"15634",20940566,20991688,"INV",95,79,42,3,3,867557,794722
"541","15721-15639","NC_044070.1","15721",21045369,21064876,"15639",21070033,21082352,"INV",162,137,137,3,3,36983,5157
"542","15724-15645","NC_044070.1","15724",21435783,21450933,"15645",21440295,21453333,"INV",178,19,19,3,3,17550,-10638
"543","15724-15655","NC_044070.1","15724",21435783,21450933,"15655",21761420,21795582,"INV",178,176,170,3,3,359799,310487
"544","1581-1516","NC_044050.1","1581",4171809,4200265,"1516",4181436,4200343,"INV",17,15,15,3,3,28534,-18829
"545","159-142","NC_044048.1","159",5452410,5474007,"142",7649901,7660330,"INV",21,19,19,3,3,2207920,2175894
"546","1607-1537","NC_044050.1","1607",4934349,4961053,"1537",4945283,4961201,"INV",20,19,18,3,3,26852,-15770
"547","1609-1539","NC_044050.1","1609",5033153,5051994,"1539",5035479,5045968,"INV",86,85,85,3,3,12815,-16515
"548","161-315","NC_044048.1","161",5510049,5523001,"315",13268252,13290175,"INV",31,35,30,3,3,7780126,7745251
"549","162-199","NC_044048.1","162",5537738,5548550,"199",9436010,9478389,"INV",295,28,25,3,3,3940651,3887460
"550","162-210","NC_044048.1","162",5537738,5548550,"210",9760948,9821249,"INV",295,54,48,3,3,4283511,4212398
"551","162-233","NC_044048.1","162",5537738,5548550,"233",10586777,10598724,"INV",295,17,17,3,3,5060986,5038227
"552","162-244","NC_044048.1","162",5537738,5548550,"244",10903440,10943705,"INV",295,50,15,3,3,5405967,5354890
"553","162-246","NC_044048.1","162",5537738,5548550,"246",10987598,11029868,"INV",295,17,15,3,3,5492130,5439048
"554","162-251","NC_044048.1","162",5537738,5548550,"251",11104798,11127891,"INV",295,34,32,3,3,5590153,5556248
"555","162-271","NC_044048.1","162",5537738,5548550,"271",11865007,11898802,"INV",295,20,19,3,3,6361064,6316457
"556","162-358","NC_044048.1","162",5537738,5548550,"358",14746497,14795063,"INV",295,59,20,3,3,9257325,9197947
"557","162-410","NC_044048.1","162",5537738,5548550,"410",16380878,16401898,"INV",295,23,23,3,3,10864160,10832328
"558","162-422","NC_044048.1","162",5537738,5548550,"422",16743533,16757068,"INV",295,21,21,3,3,11219330,11194983
"559","162-441","NC_044048.1","162",5537738,5548550,"441",17349178,17377652,"INV",295,20,17,3,3,11839914,11800628
"560","162-497","NC_044048.1","162",5537738,5548550,"497",19063700,19085131,"INV",295,18,16,3,3,13547393,13515150
"561","162-513","NC_044048.1","162",5537738,5548550,"513",19673238,19698649,"INV",295,88,23,3,3,14160911,14124688
"562","162-514","NC_044048.1","162",5537738,5548550,"514",19704391,19734147,"INV",295,22,22,3,3,14196409,14155841
"563","162-519","NC_044048.1","162",5537738,5548550,"519",19819834,19905413,"INV",295,131,25,3,3,14367675,14271284
"564","162-527","NC_044048.1","162",5537738,5548550,"527",20189805,20321388,"INV",295,116,39,3,3,14783650,14641255
"565","162-536","NC_044048.1","162",5537738,5548550,"536",20642932,20765664,"INV",295,73,40,3,3,15227926,15094382
"566","162-559","NC_044048.1","162",5537738,5548550,"559",21583807,21630630,"INV",295,30,28,3,3,16092892,16035257
"567","162-575","NC_044048.1","162",5537738,5548550,"575",22168396,22203254,"INV",295,32,28,3,3,16665516,16619846
"568","162-582","NC_044048.1","162",5537738,5548550,"582",22404792,22512455,"INV",295,57,36,3,3,16974717,16856242
"569","162-610","NC_044048.1","162",5537738,5548550,"610",23260677,23300654,"INV",295,21,17,3,3,17762916,17712127
"570","162-616","NC_044048.1","162",5537738,5548550,"616",23439487,23477560,"INV",295,25,23,3,3,17939822,17890937
"571","162-627","NC_044048.1","162",5537738,5548550,"627",23745504,23787541,"INV",295,35,21,3,3,18249803,18196954
"572","162-646","NC_044048.1","162",5537738,5548550,"646",24297968,24334369,"INV",295,17,16,3,3,18796631,18749418
"573","162-672","NC_044048.1","162",5537738,5548550,"672",25203493,25227452,"INV",295,31,30,3,3,19689714,19654943
"574","162-682","NC_044048.1","162",5537738,5548550,"682",25543998,25582936,"INV",295,26,16,3,3,20045198,19995448
"575","162-688","NC_044048.1","162",5537738,5548550,"688",25750251,25821249,"INV",295,35,18,3,3,20283511,20201701
"576","162-768","NC_044048.1","162",5537738,5548550,"768",28945016,29049422,"INV",295,209,37,3,3,23511684,23396466
"577","162-777","NC_044048.1","162",5537738,5548550,"777",29301917,29351457,"INV",295,280,78,3,3,23813719,23753367
"578","162-778","NC_044048.1","162",5537738,5548550,"778",29466381,29503904,"INV",295,27,24,3,3,23966166,23917831
"579","162-779","NC_044048.1","162",5537738,5548550,"779",29514324,29586815,"INV",295,46,33,3,3,24049077,23965774
"580","162-782","NC_044048.1","162",5537738,5548550,"782",29642478,29708465,"INV",295,47,32,3,3,24170727,24093928
"581","162-790","NC_044048.1","162",5537738,5548550,"790",30298109,30349771,"INV",295,42,38,3,3,24812033,24749559
"582","162-792","NC_044048.1","162",5537738,5548550,"792",30363321,30484911,"INV",295,96,81,3,3,24947173,24814771
"583","162-793","NC_044048.1","162",5537738,5548550,"793",30485785,30518703,"INV",295,23,21,3,3,24980965,24937235
"584","162-795","NC_044048.1","162",5537738,5548550,"795",30539541,30572700,"INV",295,17,16,3,3,25034962,24990991
"585","162-796","NC_044048.1","162",5537738,5548550,"796",30577823,30593073,"INV",295,31,30,3,3,25055335,25029273
"586","162-799","NC_044048.1","162",5537738,5548550,"799",30802041,30826492,"INV",295,23,23,3,3,25288754,25253491
"587","1633-1559","NC_044050.1","1633",6077223,6100992,"1559",6098415,6108877,"INV",77,75,75,3,3,31654,-2577
"588","164-88","NC_044048.1","164",5592994,5610185,"88",5595498,5606380,"INV",115,111,111,3,3,13386,-14687
"589","1668-1575","NC_044050.1","1668",7031673,7085336,"1575",7032846,7043356,"INV",287,286,286,3,3,11683,-52490
"590","1668-1576","NC_044050.1","1668",7031673,7085336,"1576",7052498,7088269,"INV",287,61,61,3,3,56596,-32838
"591","1686-1587","NC_044050.1","1686",7746543,7761046,"1587",7757000,7767344,"INV",69,68,68,3,3,20801,-4046
"592","1755-1644","NC_044050.1","1755",9896001,9909341,"1644",9887646,9909700,"INV",30,31,30,3,3,13699,-21695
"593","1758-1647","NC_044050.1","1758",9999945,10011967,"1647",10003172,10015584,"INV",121,122,121,3,3,15639,-8795
"594","1806-2184","NC_044050.1","1806",11681027,11691911,"2184",30070397,30100990,"INV",101,145,101,3,3,18419963,18378486
"595","182-138","NC_044048.1","182",6193152,6210709,"138",7394538,7405238,"INV",38,30,30,3,3,1212086,1183829
"596","183-110","NC_044048.1","183",6211211,6232346,"110",6249607,6273368,"INV",137,141,137,3,3,62157,17261
"597","1842-1697","NC_044050.1","1842",12777355,12788566,"1697",12773773,12791461,"INV",45,46,45,3,3,14106,-14793
"598","1843-2209","NC_044050.1","1843",12793457,12811516,"2209",30864681,30885952,"INV",23,23,22,3,3,18092495,18053165
"599","1844-1699","NC_044050.1","1844",12819992,12833092,"1699",12819244,12839072,"INV",67,77,67,3,3,19080,-13848
"600","1847-1703","NC_044050.1","1847",12954808,12984756,"1703",12966194,12984807,"INV",186,185,185,3,3,29999,-18562
"601","1853-1709","NC_044050.1","1853",13176422,13187023,"1709",13177327,13187788,"INV",89,89,89,3,3,11366,-9696
"602","1878-1730","NC_044050.1","1878",13928262,13938777,"1730",13923585,13941727,"INV",21,22,21,3,3,13465,-15192
"603","188-597","NC_044048.1","188",6406555,6417101,"597",22913365,22923883,"INV",162,162,162,3,3,16517328,16496264
"604","1890-1744","NC_044050.1","1890",14284836,14301795,"1744",14301820,14323688,"INV",39,78,37,3,3,38852,25
"605","1900-1753","NC_044050.1","1900",14525869,14538626,"1753",14526209,14542493,"INV",39,42,38,3,3,16624,-12417
"606","198-499","NC_044048.1","198",6621834,6632863,"499",19140540,19159579,"INV",62,63,62,3,3,12537745,12507677
"607","20-6","NC_044048.1","20",1052267,1071212,"6",1059150,1071650,"INV",142,142,142,3,3,19383,-12062
"608","204-128","NC_044048.1","204",6872868,6892717,"128",6879748,6890241,"INV",17,15,15,3,3,17373,-12969
"609","2042-1900","NC_044050.1","2042",19949399,19968683,"1900",19949972,19977501,"INV",40,39,38,3,3,28102,-18711
"610","205-129","NC_044048.1","205",6894169,6912270,"129",6905201,6915760,"INV",25,24,24,3,3,21591,-7069
"611","2079-2047","NC_044050.1","2079",21364261,21374582,"2047",25197066,25207488,"INV",25,25,25,3,3,3843227,3822484
"612","2081-1944","NC_044050.1","2081",21415294,21435882,"1944",21405261,21436278,"INV",34,35,34,3,3,20984,-30621
"613","2084-1945","NC_044050.1","2084",21556173,21566719,"1945",21557014,21585383,"INV",25,30,25,3,3,29210,-9705
"614","211-136","NC_044048.1","211",7083988,7151728,"136",7248165,7325263,"INV",199,193,179,3,3,241275,96437
"615","211-137","NC_044048.1","211",7083988,7151728,"137",7328477,7340929,"INV",199,66,65,3,3,256941,176749
"616","2116-1981","NC_044050.1","2116",22910303,22930467,"1981",22915806,22936581,"INV",80,81,80,3,3,26278,-14661
"617","2136-2001","NC_044050.1","2136",23590376,23623684,"2001",23591908,23627887,"INV",33,34,32,3,3,37511,-31776
"618","214-136","NC_044048.1","214",7306630,7321714,"136",7248165,7325263,"INV",52,193,51,3,3,18633,-73549
"619","2148-2019","NC_044050.1","2148",24197420,24215128,"2019",24202533,24217298,"INV",15,15,15,3,3,19878,-12595
"620","2150-2039","NC_044050.1","2150",24231903,24248057,"2039",24977768,24992639,"INV",47,46,46,3,3,760736,729711
"621","2161-2098","NC_044050.1","2161",24542803,24553384,"2098",27309951,27332176,"INV",53,57,53,3,3,2789373,2756567
"622","2166-2035","NC_044050.1","2166",24684405,24709021,"2035",24683659,24726063,"INV",28,30,25,3,3,41658,-25362
"623","2182-2051","NC_044050.1","2182",25346214,25362870,"2051",25341789,25367675,"INV",35,40,34,3,3,21461,-21081
"624","2184-2053","NC_044050.1","2184",25516428,25534608,"2053",25499868,25543054,"INV",41,46,41,3,3,26626,-34740
"625","2197-2068","NC_044050.1","2197",26129164,26146160,"2068",26184319,26199926,"INV",107,119,107,3,3,70762,38159
"626","2198-2068","NC_044050.1","2198",26186852,26197426,"2068",26184319,26199926,"INV",58,119,58,3,3,13074,-13107
"627","2199-2082","NC_044050.1","2199",26229216,26267006,"2082",26635758,26663858,"INV",128,132,128,3,3,434642,368752
"628","2213-2099","NC_044050.1","2213",26771498,26782121,"2099",27366479,27377315,"INV",149,149,149,3,3,605817,584358
"629","2225-2105","NC_044050.1","2225",27376164,27386742,"2105",27604495,27623762,"INV",56,53,49,3,3,247598,217753
"630","2232-2108","NC_044050.1","2232",27713156,27724084,"2108",27713767,27732311,"INV",42,52,42,3,3,19155,-10317
"631","224-146","NC_044048.1","224",7743504,7755372,"146",7734995,7763972,"INV",37,39,36,3,3,20468,-20377
"632","2264-2149","NC_044050.1","2264",28902117,28918226,"2149",29048347,29059120,"INV",131,131,131,3,3,157003,130121
"633","2270-2153","NC_044050.1","2270",29153084,29170388,"2153",29184626,29205869,"INV",179,192,179,3,3,52785,14238
"634","2271-2153","NC_044050.1","2271",29176220,29195360,"2153",29184626,29205869,"INV",32,192,32,3,3,29649,-10734
"635","2279-2164","NC_044050.1","2279",29490244,29513888,"2164",29484312,29513926,"INV",36,39,36,3,3,23682,-29576
"636","2281-2171","NC_044050.1","2281",29545025,29561202,"2171",29648478,29703852,"INV",20,30,18,3,3,158827,87276
"637","2285-2173","NC_044050.1","2285",29648407,29665723,"2173",29723587,29745757,"INV",38,38,36,3,3,97350,57864
"638","2294-2180","NC_044050.1","2294",29906761,29934612,"2180",29919427,29968166,"INV",158,43,36,3,3,61405,-15185
"639","2294-2182","NC_044050.1","2294",29906761,29934612,"2182",30026854,30037899,"INV",158,16,15,3,3,131138,92242
"640","2294-2184","NC_044050.1","2294",29906761,29934612,"2184",30070397,30100990,"INV",158,145,46,3,3,194229,135785
"641","2294-2186","NC_044050.1","2294",29906761,29934612,"2186",30130656,30212828,"INV",158,109,90,3,3,306067,196044
"642","2296-2183","NC_044050.1","2296",29958341,30004006,"2183",30040433,30057651,"INV",67,18,17,3,3,99310,36427
"643","2296-2184","NC_044050.1","2296",29958341,30004006,"2184",30070397,30100990,"INV",67,145,31,3,3,142649,66391
"644","2296-2186","NC_044050.1","2296",29958341,30004006,"2186",30130656,30212828,"INV",67,109,19,3,3,254487,126650
"645","2310-2210","NC_044051.1","2310",49057,65335,"2210",54880,65336,"INV",78,78,78,3,3,16279,-10455
"646","2311-2211","NC_044051.1","2311",67003,77460,"2211",81957,92436,"INV",81,81,81,3,3,25433,4497
"647","2313-3141","NC_044051.1","2313",165194,180953,"3141",38966540,38990635,"INV",50,48,45,3,3,38825441,38785587
"648","2323-2218","NC_044051.1","2323",497286,509953,"2218",498759,510010,"INV",38,38,38,3,3,12724,-11194
"649","2325-2941","NC_044051.1","2325",533688,576115,"2941",31972010,31986463,"INV",45,34,33,3,3,31452775,31395895
"650","2329-2223","NC_044051.1","2329",693211,724501,"2223",713543,727117,"INV",139,119,119,3,3,33906,-10958
"651","2329-2777","NC_044051.1","2329",693211,724501,"2777",25936515,25955039,"INV",139,16,15,3,3,25261828,25212014
"652","2332-2699","NC_044051.1","2332",818494,860694,"2699",21339294,21354816,"INV",119,147,115,3,3,20536322,20478600
"653","2345-2231","NC_044051.1","2345",1212959,1240227,"2231",1216696,1231790,"INV",49,46,46,3,3,18831,-23531
"654","2357-2834","NC_044051.1","2357",1737555,1779605,"2834",28305680,28319059,"INV",108,31,29,3,3,26581504,26526075
"655","2357-3222","NC_044051.1","2357",1737555,1779605,"3222",42577818,42722374,"INV",108,195,23,3,3,40984819,40798213
"656","2375-2260","NC_044051.1","2375",2263632,2327698,"2260",2947185,2976483,"INV",93,50,20,3,3,712851,619487
"657","2375-2779","NC_044051.1","2375",2263632,2327698,"2779",25986968,26006771,"INV",93,41,41,3,3,23743139,23659270
"658","2378-2251","NC_044051.1","2378",2507444,2517953,"2251",2507988,2518488,"INV",156,156,156,3,3,11044,-9965
"659","238-179","NC_044048.1","238",8169314,8180594,"179",8886613,8930818,"INV",20,35,20,3,3,761504,706019
"660","2385-2254","NC_044051.1","2385",2759173,2793544,"2254",2783071,2801163,"INV",88,77,77,3,3,41990,-10473
"661","2390-2260","NC_044051.1","2390",2881321,2976335,"2260",2947185,2976483,"INV",276,50,25,3,3,95162,-29150
"662","2390-3162","NC_044051.1","2390",2881321,2976335,"3162",40154043,40172331,"INV",276,116,71,3,3,37291010,37177708
"663","2391-2261","NC_044051.1","2391",2984783,3011075,"2261",2980177,3002416,"INV",125,123,123,3,3,17633,-30898
"664","2397-2266","NC_044051.1","2397",3341662,3412993,"2266",3435023,3445492,"INV",193,21,21,3,3,103830,22030
"665","2397-2271","NC_044051.1","2397",3341662,3412993,"2271",3626262,3653286,"INV",193,48,42,3,3,311624,213269
"666","2397-2272","NC_044051.1","2397",3341662,3412993,"2272",3655580,3700931,"INV",193,178,173,3,3,359269,242587
"667","2405-2279","NC_044051.1","2405",3622626,3645874,"2279",3991924,4013275,"INV",26,262,20,3,3,390649,346050
"668","2406-2272","NC_044051.1","2406",3650348,3693529,"2272",3655580,3700931,"INV",24,178,21,3,3,50583,-37949
"669","2411-2279","NC_044051.1","2411",3904305,3949451,"2279",3991924,4013275,"INV",261,262,259,3,3,108970,42473
"670","2414-2282","NC_044051.1","2414",4061946,4085995,"2282",4202220,4219417,"INV",217,72,72,3,3,157471,116225
"671","2414-2283","NC_044051.1","2414",4061946,4085995,"2283",4227144,4246886,"INV",217,202,202,3,3,184940,141149
"672","2429-2295","NC_044051.1","2429",4583302,4635347,"2295",4624388,4655547,"INV",267,85,85,3,3,72245,-10959
"673","2429-2296","NC_044051.1","2429",4583302,4635347,"2296",4660149,4709405,"INV",267,264,264,3,3,126103,24802
"674","2436-2298","NC_044051.1","2436",4791314,4816163,"2298",4838357,4849511,"INV",31,22,21,3,3,58197,22194
"675","2439-2300","NC_044051.1","2439",4880932,4916116,"2300",5039891,5070308,"INV",140,107,54,3,3,189376,123775
"676","2439-2301","NC_044051.1","2439",4880932,4916116,"2301",5087988,5115742,"INV",140,66,62,3,3,234810,171872
"677","2439-2307","NC_044051.1","2439",4880932,4916116,"2307",5385059,5431101,"INV",140,238,54,3,3,550169,468943
"678","2442-2307","NC_044051.1","2442",4960620,4992023,"2307",5385059,5431101,"INV",179,238,173,3,3,470481,393036
"679","2444-2300","NC_044051.1","2444",5013980,5070514,"2300",5039891,5070308,"INV",256,107,69,3,3,56328,-30623
"680","2444-2303","NC_044051.1","2444",5013980,5070514,"2303",5146550,5213057,"INV",256,144,30,3,3,199077,76036
"681","2444-2793","NC_044051.1","2444",5013980,5070514,"2793",26638795,26649661,"INV",256,217,216,3,3,21635681,21568281
"682","2447-3018","NC_044051.1","2447",5101175,5117722,"3018",35238014,35248498,"INV",167,163,161,3,3,30147323,30120292
"683","2449-2307","NC_044051.1","2449",5161945,5196661,"2307",5385059,5431101,"INV",162,238,82,3,3,269156,188398
"684","2451-2304","NC_044051.1","2451",5215210,5230567,"2304",5216779,5230590,"INV",38,38,38,3,3,15380,-13788
"685","2453-3018","NC_044051.1","2453",5410069,5428748,"3018",35238014,35248498,"INV",23,163,22,3,3,29838429,29809266
"686","2461-2313","NC_044051.1","2461",5641653,5659905,"2313",5641735,5663250,"INV",16,17,16,3,3,21597,-18170
